input_path,model_name,base_url,n_total_rows,n_candidate_rows,n_classified_generic,n_classified_impl,n_classified_risk,n_from_cache,n_api_errors,n_firm_year_rows,sentence_output_csv,sentence_output_parquet,firmyear_output_csv,cache_path,checkpoint_path,share_denominator,intensity_denominator,max_workers
/home/ricoz/econ_lab/FE-NLP/Data_Cleaning_NEW/data/intermediate/mdna_sentence_master.jsonl,kimi-k2.6,https://api.kimi.com/coding/v1,1000000,1789,166,50,101,0,13,1633,b_group_outputs/sentence_level_with_ai_labels.csv,b_group_outputs/sentence_level_with_ai_labels.parquet,b_group_outputs/firm_year_ai_disclosure_measures.csv,b_group_outputs/sentence_classification_cache.jsonl,b_group_outputs/.classification_checkpoint.json,all_ai_sentences,mdna_total_word_count,4
