cik,gvkey,ticker,company_name,filing_date,fiscal_year,mdna_total_word_count,mdna_total_sentence_count,mdna_total_char_count,n_ai_candidate_sentences,n_generic_ai_sentences,n_substantive_ai_implementation_sentences,n_substantive_ai_risk_governance_sentences,n_substantive_ai_total_sentences,ai_candidate_intensity,generic_ai_intensity,substantive_ai_implementation_intensity,substantive_ai_risk_governance_intensity,substantive_ai_total_intensity,generic_ai_share,substantive_ai_share,substantive_impl_share,substantive_risk_share,net_substantive_minus_generic,impl_minus_generic,risk_minus_generic,any_generic_ai_dummy,any_substantive_ai_dummy,any_substantive_ai_implementation_dummy,any_substantive_ai_risk_governance_dummy,n_dropped_duplicate_sentences,avg_classification_confidence
0000004977,1449,AFL,Aflac Incorporated,2025-02-26,2025,89508,2404,685253,4,1,0,2,2,0.0013965232158019395,0.00031282120033963444,0.0,0.0007597086293962551,0.0007597086293962551,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0004468874290566206,-0.00031282120033963444,0.0004468874290566206,1,1,0,1,214,0.8875
0000005272,1487,AIG,"American International Group, Inc.",2019-02-15,2019,179878,4609,1170185,1,1,0,0,0,0.00010006782374720644,0.00010006782374720644,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.00010006782374720644,-0.00010006782374720644,-0.00010006782374720644,1,0,0,0,316,0.85
0000005272,1487,AIG,"American International Group, Inc.",2020-02-21,2020,176761,4375,1415311,2,2,0,0,0,0.00023760897483042075,0.00023760897483042075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.00023760897483042075,-0.00023760897483042075,-0.00023760897483042075,1,0,0,0,337,0.85
0000005272,1487,AIG,"American International Group, Inc.",2021-02-19,2021,184799,4547,1464186,1,0,0,1,1,0.00017316111017916765,0.0,0.0,0.00017316111017916765,0.00017316111017916765,0.0,1.0,0.0,1.0,0.00017316111017916765,0.0,0.00017316111017916765,0,1,0,1,350,0.85
0000005272,1487,AIG,"American International Group, Inc.",2022-02-17,2022,185463,4613,1487276,7,1,0,3,3,0.0015852218501803594,0.00017254115376112757,0.0,0.0004906639060082065,0.0004906639060082065,0.25,0.75,0.0,0.75,0.000318122752247079,-0.00017254115376112757,0.000318122752247079,1,1,0,1,287,0.9214285714285714
0000005272,1487,AIG,"American International Group, Inc.",2023-02-17,2023,157895,3707,1301240,8,1,0,4,4,0.0021913296811171983,0.00020266632888945186,0.0,0.0008233319611133981,0.0008233319611133981,0.2,0.8,0.0,0.8,0.0006206656322239462,-0.00020266632888945186,0.0006206656322239462,1,1,0,1,217,0.9
0000005272,1487,AIG,"American International Group, Inc.",2024-02-14,2024,162280,3586,1396484,22,2,0,15,15,0.012675622381069757,0.0003081094404732561,0.0,0.00378974611782105,0.00378974611782105,0.11764705882352941,0.8823529411764706,0.0,0.8823529411764706,0.003481636677347794,-0.0003081094404732561,0.003481636677347794,1,1,0,1,241,0.9000000000000001
0000005272,1487,AIG,"American International Group, Inc.",2025-02-13,2025,114792,2576,988390,20,5,0,11,11,0.016325179455014285,0.0014809394382883825,0.0,0.003972402257997073,0.003972402257997073,0.3125,0.6875,0.0,0.6875,0.0024914628197086905,-0.0014809394382883825,0.0024914628197086905,1,1,0,1,170,0.8950000000000001
0000006201,1045,AAL,American Airlines Group Inc.,2019-02-25,2019,15972,386,100686,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,86,0.0
0000006201,1045,AAL,American Airlines Group Inc.,2020-02-19,2020,5052,145,32922,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,13,0.0
