gvkey,fyear,datadate,capx,intan,prcc_f
029894,2020,2020-12-31,23.7730,103.0650,6.570000000000
029894,2021,2021-12-31,18.2210,88.7180,4.100000000000
029894,2022,2022-12-31,17.9520,72.8910,1.500000000000
029894,2023,2023-12-31,20.4960,58.7240,4.000000000000
029894,2024,2024-12-31,18.3140,44.4100,3.270000000000
029894,2025,2025-12-31,12.9190,30.7890,1.280000000000
029901,2018,2018-07-31,287.9100,402.1270,57.390000000000
029901,2019,2019-07-31,373.8830,388.4770,77.530000000000
029901,2020,2020-07-31,591.9720,391.3940,93.250000000000
029901,2021,2021-07-31,462.9960,401.5900,147.000000000000
029901,2022,2022-07-31,337.4480,456.6340,128.100000000000
029901,2023,2023-07-31,516.6360,456.9910,88.390000000000
029901,2024,2024-07-31,510.9900,587.9970,52.330000000000
029901,2025,2025-07-31,568.9900,580.6110,45.330000000000
029910,2018,2018-06-30,8.1590,434.9800,40.300000000000
029910,2019,2019-06-30,7.2150,447.4770,32.560000000000
029910,2020,2020-06-30,6.3870,335.8350,24.090000000000
029910,2021,2021-06-30,2.3630,323.7370,28.130000000000
029910,2022,2022-06-30,6.8490,298.8620,31.140000000000
029910,2023,2023-06-30,9.9790,285.2010,29.560000000000
029910,2024,2024-06-30,8.5550,243.9350,44.310000000000
029910,2025,2025-06-30,8.2860,293.7290,41.810000000000
029913,2022,2022-12-31,0.5200,0.0000,6.750000000000
029913,2023,2023-12-31,1.2570,0.0000,6.160000000000
029913,2024,2024-12-31,2.3390,0.0000,5.000000000000
029914,2018,2018-12-31,0.0000,0.0000,2.000000000000
029914,2019,2019-12-31,0.1000,0.0000,1.120000000000
029914,2020,2020-12-31,0.0000,0.0000,2.250000000000
029914,2021,2021-12-31,0.0000,0.0000,3.240000000000
029914,2022,2022-12-31,0.0000,0.0000,0.450000000000
029914,2023,2023-12-31,0.0000,0.0000,4.145000000000
029914,2024,2024-12-31,0.0000,0.0000,2.875000000000
029914,2025,2025-12-31,0.0000,0.0000,1.160000000000
029917,2018,2018-12-31,1.6350,3.7080,11.490000000000
029917,2019,2019-12-31,0.5790,3.6320,11.450000000000
029917,2020,2020-12-31,0.3000,3.5560,9.250000000000
029917,2021,2021-12-31,0.8310,3.5720,13.000000000000
029917,2022,2022-12-31,0.8540,3.4750,10.500000000000
029917,2023,2023-12-31,1.0330,3.3860,9.260000000000
029917,2024,2024-12-31,1.3730,3.2970,9.850000000000
029917,2025,2025-12-31,0.1880,3.2160,13.650000000000
029930,2018,2019-03-31,11.1490,11.6360,18.870000000000
029930,2019,2020-03-31,14.1560,9.5980,12.580000000000
029930,2020,2021-03-31,13.9420,8.5340,22.500000000000
029930,2021,2022-03-31,7.5500,7.0040,17.830000000000
029930,2022,2023-03-31,4.2010,5.3480,7.440000000000
029930,2023,2024-03-31,1.0000,4.2740,8.040000000000
029930,2024,2025-03-31,4.5780,3.7570,9.500000000000
029944,2018,2018-12-31,1.1690,0.0000,20.300000000000
029944,2019,2019-12-31,2.9920,0.0000,19.100000000000
029944,2020,2020-12-31,1.3620,0.0000,16.500000000000
029944,2021,2021-12-31,1.2220,0.0000,24.250000000000
029944,2022,2022-12-31,0.6480,1.8540,22.500000000000
029944,2023,2023-12-31,4.5820,1.4950,23.000000000000
029944,2024,2024-12-31,2.4450,1.1740,26.000000000000
029946,2018,2018-12-31,1.3080,20.6230,23.200000000000
029946,2019,2019-12-31,1.0380,20.3610,25.050000000000
029946,2020,2020-12-31,0.3590,21.4640,22.850000000000
029946,2021,2021-12-31,1.3240,21.8090,28.690000000000
029946,2022,2022-12-31,0.8760,40.0180,22.630000000000
029946,2023,2023-12-31,0.9950,38.7760,19.795000000000
029946,2024,2024-12-31,2.3200,38.0160,24.010000000000
029951,2018,2018-09-30,4.7990,0.0000,3.600000000000
029951,2019,2019-09-30,0.9430,0.0000,3.730000000000
029951,2020,2020-09-30,1.0960,0.0000,2.260000000000
029951,2021,2021-12-31,4.9610,0.0000,2.960000000000
029951,2022,2022-12-31,3.1310,0.0000,1.930000000000
029951,2023,2023-12-31,1.4790,0.0000,2.440000000000
029955,2018,2018-12-31,157.0000,25143.0000,18.470000000000
029955,2019,2019-12-31,270.0000,23327.0000,29.920000000000
029955,2020,2020-12-31,302.0000,21489.0000,20.800000000000
029955,2021,2021-12-31,269.0000,19405.0000,27.610000000000
029955,2022,2022-12-31,218.0000,17347.0000,6.280000000000
029955,2023,2023-12-31,215.0000,17639.0000,8.020000000000
029955,2024,2024-12-31,337.0000,16638.0000,8.060000000000
029955,2025,2025-12-31,397.0000,15914.0000,6.950000000000
029962,2018,2018-10-31,28.4280,7.7270,24.650000000000
029962,2019,2019-10-31,16.2640,14.2460,18.920000000000
029962,2020,2020-10-31,10.5990,12.8440,13.830000000000
029962,2021,2021-10-31,9.8340,9.8560,16.130000000000
029962,2022,2022-10-31,10.0660,8.8230,11.930000000000
029962,2023,2023-10-31,10.3050,8.1690,14.290000000000
029962,2024,2024-10-31,9.4130,6.7250,25.640000000000
029962,2025,2025-10-31,13.5380,4.1270,14.130000000000
029964,2018,2018-12-31,2.5050,11.8150,13.000000000000
029968,2018,2018-12-31,152.0000,298.9000,2.250000000000
029968,2019,2019-12-31,194.8000,293.4000,3.290000000000
029984,2018,2018-12-31,0.0000,796.8060,58.720000000000
029984,2019,2019-12-31,0.0000,718.6950,89.140000000000
029984,2020,2020-12-31,0.0000,1240.9490,99.660000000000
029984,2021,2021-12-31,0.0000,1156.7770,168.360000000000
029984,2022,2022-12-31,0.0000,1923.9850,112.730000000000
029984,2023,2023-12-31,0.0000,1950.3950,133.300000000000
029984,2024,2024-12-31,0.0000,2008.3290,105.700000000000
029984,2025,2025-12-31,0.0000,2234.0890,127.660000000000
029985,2018,2018-12-31,124.8000,1868.9000,29.910000000000
029985,2019,2019-12-31,56.7000,1871.4000,36.700000000000
029985,2020,2020-12-31,31.2000,1855.8000,41.280000000000
029985,2021,2021-12-31,45.8000,2557.6000,71.070000000000
029985,2022,2022-12-31,68.5000,2666.8000,64.880000000000
029985,2023,2023-12-31,100.6000,2649.7000,106.380000000000
029985,2024,2024-12-31,99.0000,3139.5000,112.780000000000
029985,2025,2025-12-31,71.9000,3816.3000,129.520000000000
029994,2018,2018-12-31,3.1120,139.0970,31.920000000000
029994,2019,2019-12-31,4.1030,133.2570,35.250000000000
029994,2020,2020-12-31,2.4630,128.1200,33.660000000000
029994,2021,2021-12-31,3.7020,141.3760,42.790000000000
029994,2022,2022-12-31,5.0200,169.8970,32.080000000000
029994,2023,2023-12-31,3.6390,264.2310,34.660000000000
029994,2024,2024-12-31,4.9450,261.9060,36.820000000000
029994,2025,2025-12-31,6.8460,253.0160,39.000000000000
030004,2018,2018-12-31,4.0270,258.2070,20.080000000000
030004,2019,2019-12-31,,258.2070,29.970000000000
030004,2020,2020-12-31,,258.2070,29.700000000000
030004,2021,2021-12-31,,258.2070,45.340000000000
030004,2022,2022-12-31,,258.2070,29.640000000000
030004,2023,2023-12-31,,258.2070,34.110000000000
030004,2024,2024-12-31,,258.2070,31.970000000000
030004,2025,2025-12-31,,258.2070,27.790000000000
030007,2018,2018-12-31,0.0340,134.0710,2.230000000000
030007,2019,2019-12-31,0.0420,119.5190,2.720000000000
030010,2018,2018-12-31,2.2210,4.7820,
030010,2019,2019-12-31,0.4310,3.5870,
030010,2020,2020-12-31,0.1230,1.6620,1.770000000000
030010,2021,2021-12-31,0.0240,9.5340,1.940000000000
030024,2018,2018-12-31,632.0000,2374.0000,63.660000000000
030024,2019,2019-12-31,735.0000,3219.0000,48.230000000000
030024,2020,2020-12-31,622.0000,3403.0000,38.780000000000
030024,2021,2021-12-31,740.0000,7721.0000,28.450000000000
030024,2022,2022-12-31,800.0000,7361.0000,12.630000000000
030024,2023,2023-12-31,814.0000,7785.0000,18.000000000000
030024,2024,2024-12-31,540.0000,6909.0000,25.010000000000
030024,2025,2025-12-31,650.0000,7798.0000,55.440000000000
030030,2018,2018-12-31,1.3450,26.5270,34.940000000000
030030,2019,2019-12-31,1.4410,27.2790,33.260000000000
030030,2020,2020-12-31,1.6940,26.7310,41.850000000000
030030,2021,2021-12-31,2.5860,29.8750,51.600000000000
030030,2022,2022-12-31,2.0890,32.2710,42.150000000000
030030,2023,2023-12-31,1.1220,2.2530,18.100000000000
030030,2024,2024-12-31,0.9320,2.3000,16.310000000000
030030,2025,2025-12-31,,2.5690,14.700000000000
030032,2018,2019-03-31,168.8730,229.1150,84.300000000000
030032,2019,2020-03-31,132.1190,396.4630,58.420000000000
030032,2020,2021-03-31,53.9330,392.3150,134.410000000000
030032,2021,2022-03-31,74.1210,387.8980,128.360000000000
030032,2022,2023-03-31,110.1430,466.0430,146.750000000000
030032,2023,2024-03-31,120.3050,486.1170,271.750000000000
030032,2024,2025-03-31,195.2810,595.7520,221.930000000000
030055,2018,2018-06-30,2.1380,19.9960,39.020000000000
030055,2019,2019-06-30,7.6960,23.3280,34.830000000000
030055,2020,2020-06-30,4.3040,21.7890,24.300000000000
030055,2021,2021-06-30,2.8960,21.2180,44.960000000000
030055,2022,2022-06-30,5.0000,35.4630,45.260000000000
030055,2023,2023-06-30,6.0390,81.2450,38.450000000000
030055,2024,2024-06-30,9.0470,77.2320,45.010000000000
030055,2025,2025-06-30,6.2630,73.7210,54.780000000000
030059,2018,2019-01-31,189.0210,58.1670,21.120000000000
030059,2019,2020-01-31,210.3600,53.0040,14.400000000000
030059,2020,2021-01-31,127.9750,70.3320,22.690000000000
030059,2021,2022-01-31,233.8470,374.1170,22.830000000000
030059,2022,2023-01-31,260.3780,359.4810,16.140000000000
030059,2023,2024-01-31,174.4370,271.4120,19.820000000000
030059,2024,2025-01-31,222.5380,267.5280,16.140000000000
030059,2025,2026-01-31,260.7950,262.7370,23.310000000000
030067,2018,2018-12-31,0.0000,280.1530,59.120000000000
030067,2019,2019-12-31,0.0000,343.5140,70.170000000000
030067,2020,2020-12-31,0.0000,473.5920,66.580000000000
030067,2021,2021-12-31,0.0000,672.0200,71.360000000000
030067,2022,2022-12-31,0.0000,799.4480,70.930000000000
030067,2023,2023-12-31,0.0000,854.0880,62.950000000000
030067,2024,2024-12-31,0.0000,864.9370,70.450000000000
030067,2025,2025-12-31,0.0000,1000.9670,72.030000000000
030075,2018,2018-12-31,518.2140,0.0000,28.760000000000
030075,2019,2019-12-31,523.1640,0.0000,21.230000000000
030075,2020,2020-12-31,367.2020,0.0000,5.680000000000
030075,2021,2021-12-31,374.7960,0.0000,15.900000000000
030075,2022,2022-12-31,551.8170,0.0000,23.970000000000
030075,2023,2023-12-31,590.1910,0.0000,15.970000000000
030075,2024,2024-12-31,635.7080,0.0000,13.530000000000
030075,2025,2025-12-31,634.9220,0.0000,11.420000000000
030076,2018,2019-03-31,5.3660,6.5050,43.580000000000
030076,2019,2020-03-31,1.9780,12.2710,55.310000000000
030076,2020,2021-03-31,18.6370,11.8680,88.560000000000
030076,2021,2022-03-31,8.5260,22.1330,77.290000000000
030076,2022,2023-03-31,4.7470,15.8510,73.980000000000
030076,2023,2024-03-31,11.0730,14.1500,112.760000000000
030076,2024,2025-03-31,12.1560,12.4500,148.670000000000
030082,2018,2018-12-31,0.2190,15.8680,28.490000000000
030091,2018,2018-12-31,120.2420,758.4240,5.510000000000
030091,2019,2019-12-31,36.4780,853.2740,16.330000000000
030091,2020,2020-12-31,57.8320,1045.1880,50.070000000000
030091,2021,2021-12-31,69.8750,1866.1060,47.030000000000
030091,2022,2022-12-31,129.3060,1850.6000,8.950000000000
030091,2023,2023-12-31,211.7270,1838.1300,16.930000000000
030091,2024,2024-12-31,194.8260,1776.1480,10.770000000000
030091,2025,2025-12-31,218.9810,1787.3820,8.070000000000
030092,2018,2018-12-31,0.0840,0.0090,2.550000000000
030092,2019,2019-12-31,0.0020,0.0070,2.600000000000
030092,2020,2020-12-31,0.0020,0.0060,14.500000000000
030092,2021,2021-12-31,0.0620,0.0040,0.100000000000
030092,2022,2022-12-31,0.0140,0.0030,0.100000000000
030092,2023,2023-12-31,0.0000,0.0020,0.030000000000
030092,2024,2024-12-31,0.1050,0.0010,0.018300000000
030098,2018,2018-12-31,52.2000,2657.9000,20.450000000000
030098,2019,2019-12-31,43.2000,2542.7000,36.680000000000
030098,2020,2020-12-31,48.7000,11036.2000,45.560000000000
030098,2021,2021-12-31,64.1000,9894.3000,61.870000000000
030098,2022,2022-12-31,94.6000,9642.8000,52.250000000000
030098,2023,2023-12-31,105.4000,10220.8000,77.340000000000
030098,2024,2024-12-31,149.1000,12520.9000,90.460000000000
030098,2025,2025-12-31,135.6000,12724.4000,79.220000000000
030137,2018,2018-12-31,14.2390,76.5010,32.870000000000
030137,2019,2019-12-31,26.2850,76.5010,21.585000000000
030137,2020,2020-12-31,7.2580,76.5010,17.000000000000
030137,2021,2021-12-31,14.9890,76.5010,13.510000000000
030137,2022,2022-12-31,5.6760,76.5010,2.260000000000
030137,2023,2023-12-31,0.8650,0.0000,0.565000000000
030137,2024,2024-12-31,1.4680,0.0000,0.930000000000
030137,2025,2025-12-31,0.1710,0.0000,42.280000000000
030140,2018,2018-12-31,2.0760,0.0000,41.100000000000
030140,2019,2019-12-31,1.4230,0.0000,39.750000000000
030140,2020,2020-12-31,4.7120,0.0000,40.000000000000
030140,2021,2021-12-31,0.4130,0.0000,43.200000000000
030140,2022,2022-12-31,0.6050,0.0000,55.000000000000
030140,2023,2023-12-31,0.2340,3.3920,42.000000000000
030140,2024,2024-12-31,0.5130,4.3790,41.000000000000
030141,2019,2019-12-31,,,111.000000000000
030141,2020,2020-12-31,,,100.000000000000
030141,2021,2021-12-31,,,160.000000000000
030141,2022,2022-12-31,,,275.000000000000
030141,2023,2023-12-31,4.2830,0.0000,330.000000000000
030141,2024,2024-12-31,0.1970,0.0000,345.000000000000
030145,2018,2018-12-31,284.1970,9.4380,12.320000000000
030145,2019,2019-12-31,502.8940,9.4250,11.250000000000
030145,2020,2020-12-31,100.6030,0.0000,7.390000000000
030145,2021,2021-12-31,143.5230,0.0000,8.100000000000
030145,2022,2022-12-31,319.6830,79.9690,10.370000000000
030145,2023,2023-12-31,370.8690,74.2390,8.380000000000
030145,2024,2024-12-31,140.2970,65.8250,9.330000000000
030145,2025,2025-12-31,186.3160,56.3960,9.510000000000
030146,2018,2018-12-31,13.8010,66.1850,30.240000000000
030170,2018,2019-03-31,725.6060,1404.0500,10.000000000000
030170,2019,2020-03-31,461.7450,1326.9710,8.375000000000
030170,2020,2021-03-31,351.0000,1303.0000,18.310000000000
030170,2021,2022-03-31,443.0000,1753.0000,18.550000000000
030170,2022,2023-03-31,635.0000,1659.0000,23.010000000000
030170,2023,2024-03-31,530.0000,1380.0000,28.610000000000
030170,2024,2025-03-31,438.0000,1684.0000,33.080000000000
030175,2018,2018-12-31,8.5780,6.3070,2.370000000000
030175,2019,2019-12-31,4.9800,5.7360,2.200000000000
030175,2020,2020-12-31,5.5960,5.2020,2.900000000000
030202,2018,2018-12-31,1.0600,0.0000,0.750000000000
030202,2019,2019-12-31,0.8130,0.0000,0.920000000000
030202,2020,2020-12-31,4.0870,0.0000,0.719000000000
030202,2021,2021-12-31,3.5480,0.0000,0.750000000000
030202,2022,2022-12-31,24.2050,0.0000,0.399900000000
030202,2023,2023-12-31,22.1980,0.0000,0.200000000000
030209,2018,2018-12-31,0.2000,0.4050,0.063000000000
030209,2019,2019-12-31,0.1750,0.7740,0.013300000000
030209,2020,2020-12-31,0.0760,0.8900,0.066000000000
030217,2018,2018-07-31,11.4990,0.0000,3.200000000000
030217,2019,2019-07-31,1.8220,0.0000,3.580000000000
030217,2020,2020-07-31,1.6830,0.0000,2.850000000000
030217,2021,2021-07-31,3.0930,0.0000,4.700000000000
030217,2022,2022-07-31,5.3640,0.0000,4.750000000000
030217,2023,2023-07-31,3.4370,0.0000,5.760000000000
030217,2024,2024-07-31,2.2270,0.0000,3.790000000000
030217,2025,2025-07-31,2.8830,0.0000,3.700000000000
030218,2018,2018-12-31,98.4670,96.4410,29.900000000000
030218,2019,2019-12-31,67.7840,97.6010,23.070000000000
030218,2020,2020-12-31,66.5670,108.5530,18.990000000000
030218,2021,2021-12-31,68.0710,111.9880,16.290000000000
030218,2022,2022-12-31,68.7340,126.8780,15.840000000000
030218,2023,2023-12-31,87.1770,111.2730,19.490000000000
030218,2024,2024-12-31,63.5590,89.2280,18.860000000000
030218,2025,2025-12-31,93.9860,101.5530,31.110000000000
030220,2018,2018-12-31,2.0510,0.0000,0.780000000000
030220,2019,2019-12-31,0.8590,0.0000,0.780100000000
030220,2020,2020-12-31,1.5420,0.0000,1.520000000000
030220,2021,2021-12-31,2.8240,0.0000,2.460000000000
030220,2022,2022-12-31,3.0410,0.0000,2.048200000000
030220,2023,2023-12-31,2.1390,0.0000,2.030000000000
030220,2024,2024-12-31,1.0830,0.0000,1.780000000000
030220,2025,2025-12-31,0.7560,0.0000,2.440000000000
030222,2018,2018-12-31,10.0090,562.1230,31.670000000000
030222,2019,2019-12-31,11.5810,1023.2230,42.540000000000
030222,2020,2020-12-31,18.1160,1136.5210,38.070000000000
030222,2021,2021-12-31,25.4480,1351.0580,49.680000000000
030222,2022,2022-12-31,13.5680,1272.2970,47.140000000000
030222,2023,2023-12-31,17.5310,1278.2470,53.050000000000
030222,2024,2024-12-31,13.4770,1201.8470,62.570000000000
030222,2025,2025-12-31,20.5390,1185.4420,74.270000000000
030223,2018,2018-12-31,0.7110,0.0000,3.910000000000
030223,2019,2019-12-31,0.2420,0.0000,4.340000000000
030223,2020,2020-12-31,0.1490,0.0000,4.160000000000
030223,2021,2021-12-31,0.8220,0.0000,5.840000000000
030223,2022,2022-12-31,1.5810,0.5210,3.300000000000
030223,2023,2023-12-31,,1.0890,3.740000000000
030223,2024,2024-12-31,0.0770,1.0890,1.350000000000
030223,2025,2025-12-31,0.1620,0.5210,1.040000000000
030236,2018,2018-12-31,0.0440,2.9760,0.206300000000
030241,2018,2018-12-31,11.8540,0.0000,6.950000000000
030241,2019,2019-12-31,48.0860,0.0000,7.280000000000
030241,2020,2020-12-31,1.3070,0.0000,1.280000000000
030241,2021,2021-12-31,42.6570,0.0000,3.080000000000
030241,2022,2022-12-31,544.0830,0.0000,1.680000000000
030241,2023,2023-12-31,313.7800,0.0000,0.755600000000
030242,2018,2018-09-30,0.0000,0.0000,
030242,2019,2019-09-30,0.0000,0.0000,
030242,2020,2020-09-30,0.0000,0.0000,
030242,2021,2021-09-30,0.0000,0.0000,
030242,2022,2022-09-30,0.0000,0.0000,
030242,2023,2023-09-30,0.0000,0.0000,
030259,2018,2018-12-31,92.5570,3085.2900,18.830000000000
030259,2019,2019-12-31,190.6000,3297.2000,25.560000000000
030259,2020,2020-12-31,137.0000,2670.6000,86.370000000000
030259,2021,2021-12-31,244.1000,4695.1000,51.850000000000
030259,2022,2022-12-31,263.4000,4428.4000,29.700000000000
030259,2023,2023-12-31,360.0000,4313.3000,26.020000000000
030259,2024,2024-12-31,482.7000,4093.0000,19.820000000000
030259,2025,2025-12-31,647.7000,3191.4000,14.750000000000
030260,2018,2018-12-31,29.3100,154.6520,54.130000000000
030260,2019,2019-12-31,32.6990,156.9500,80.230000000000
030260,2020,2020-12-31,37.9090,162.6440,93.450000000000
030260,2021,2021-12-31,43.7380,160.2910,139.070000000000
030260,2022,2022-12-31,62.3620,858.5890,88.660000000000
030260,2023,2023-12-31,88.8240,867.8890,197.980000000000
030260,2024,2024-12-31,180.3570,887.4340,165.830000000000
030260,2025,2025-12-31,161.0440,946.2500,161.470000000000
030262,2018,2019-03-31,3.8860,1.0330,1.170000000000
030262,2019,2020-03-31,2.8280,0.9000,1.490000000000
030280,2018,2018-12-31,1.0800,7.9280,0.650000000000
030280,2019,2019-12-31,0.8060,14.5800,3.820000000000
030280,2020,2020-12-31,1.0370,13.3740,8.070000000000
030280,2021,2021-12-31,6.2720,74.8570,6.550000000000
030280,2022,2022-12-31,2.9900,41.8920,1.200000000000
030280,2023,2023-12-31,1.3880,37.8320,3.330000000000
030280,2024,2024-12-31,1.6820,38.7630,1.560000000000
030280,2025,2025-12-31,2.5310,37.5630,1.380000000000
030281,2018,2018-12-31,2.3400,0.0000,9.430000000000
030281,2019,2019-12-31,0.6980,0.0000,3.930000000000
030281,2020,2020-12-31,0.0000,34.9960,3.880000000000
030281,2021,2021-12-31,0.0090,33.4440,4.650000000000
030284,2018,2018-12-31,258.8350,0.0000,12.950000000000
030284,2019,2019-12-31,195.1730,0.0000,11.120000000000
030284,2020,2020-12-31,103.6370,54.0000,10.310000000000
030284,2021,2021-12-31,198.7940,,9.700000000000
030284,2022,2022-12-31,451.9050,,16.010000000000
030284,2023,2023-12-31,603.2980,,18.140000000000
030284,2024,2024-12-31,651.0340,42.0000,19.890000000000
030284,2025,2025-12-31,595.4930,,18.460000000000
030293,2018,2018-12-31,0.0000,0.1000,245.210000000000
030293,2019,2019-12-31,0.0000,1.2000,300.860000000000
030293,2020,2020-12-31,0.0000,4.7000,237.420000000000
030293,2021,2021-12-31,0.0000,8.9000,352.230000000000
030293,2022,2022-12-31,0.0000,7.4000,211.920000000000
030293,2023,2023-12-31,0.0000,6.1000,247.940000000000
030293,2024,2024-12-31,0.0000,7.7000,285.440000000000
030293,2025,2025-12-31,0.0000,7.5000,261.680000000000
030298,2018,2018-12-31,0.0000,,38.690000000000
030298,2019,2019-12-31,0.0000,,48.910000000000
030298,2020,2020-12-31,0.0000,,39.630000000000
030298,2021,2021-12-31,0.0000,,44.590000000000
030298,2022,2022-12-31,0.0000,,27.980000000000
030298,2023,2023-12-31,0.0000,,22.960000000000
030298,2024,2024-12-31,0.0000,,30.580000000000
030298,2025,2025-12-31,0.0000,,25.820000000000
030311,2018,2018-12-31,0.4450,0.0000,3.030000000000
030311,2019,2019-12-31,0.0840,0.0000,0.479900000000
030311,2020,2020-12-31,0.0420,0.0000,16.450000000000
030311,2021,2021-12-31,0.3380,0.0000,19.770000000000
030311,2022,2022-12-31,0.7970,0.0000,29.210000000000
030311,2023,2023-12-31,0.8980,0.0000,21.780000000000
030311,2024,2024-12-31,0.5110,0.0000,19.170000000000
030311,2025,2025-12-31,0.4950,0.0000,31.120000000000
030312,2018,2018-12-31,48.1780,73.1220,18.810000000000
030312,2019,2019-12-31,47.9100,69.3740,20.430000000000
030312,2020,2020-12-31,7.3510,65.2720,18.020000000000
030312,2021,2021-12-31,13.6840,62.1070,17.840000000000
030312,2022,2022-12-31,28.2270,85.5530,14.660000000000
030312,2023,2023-12-31,24.4910,87.8370,15.020000000000
030312,2024,2024-12-31,32.7690,87.9390,25.600000000000
030312,2025,2025-12-31,36.5920,78.2060,36.960000000000
030339,2018,2018-12-31,0.0000,0.0000,0.020100000000
030339,2019,2019-12-31,0.0000,0.0000,0.024000000000
030339,2020,2020-12-31,0.0000,0.0000,0.028000000000
030339,2021,2021-12-31,0.0000,0.0000,0.077750000000
030339,2022,2022-12-31,0.0000,0.0000,0.030000000000
030354,2018,2018-12-31,0.0000,43.5550,41.880000000000
030369,2018,2018-12-31,11.7090,3370.3410,17.280000000000
030369,2019,2019-12-31,12.3510,3388.4820,21.710000000000
030369,2020,2020-12-31,11.9900,4290.9980,15.780000000000
030369,2021,2021-12-31,7.7980,6185.2370,26.440000000000
030369,2022,2022-12-31,17.4800,7227.7000,13.510000000000
030369,2023,2023-12-31,39.1250,7575.9580,14.860000000000
030369,2024,2024-12-31,95.5810,8086.2660,30.940000000000
030384,2018,2018-12-31,0.0000,29.6780,28.860000000000
030384,2019,2019-12-31,0.0000,28.5330,41.510000000000
030384,2020,2020-12-31,0.0000,25.2110,42.130000000000
030384,2021,2021-12-31,0.0000,21.3160,66.200000000000
030384,2022,2022-12-31,0.0000,24.0900,48.260000000000
030384,2023,2023-12-31,0.0000,21.5180,52.670000000000
030384,2024,2024-12-31,0.0000,19.3110,50.130000000000
030384,2025,2025-12-31,0.0000,32.0830,57.270000000000
030385,2018,2018-12-31,15.2850,0.0000,
030385,2019,2019-12-31,7.4220,0.0000,
030385,2020,2020-12-31,6.6480,0.0000,
030385,2021,2021-12-31,8.5250,0.0000,
030385,2022,2022-12-31,19.1670,0.0000,
030397,2018,2018-12-31,110.5570,0.0000,24.110000000000
030397,2019,2019-12-31,130.6700,0.0000,21.130000000000
030397,2020,2020-12-31,114.5810,0.0000,21.320000000000
030397,2021,2021-12-31,71.3550,0.0000,25.710000000000
030397,2022,2022-12-31,257.6770,0.0000,34.640000000000
030397,2023,2023-12-31,524.7860,0.0000,60.970000000000
030397,2024,2024-12-31,488.2810,0.0000,54.240000000000
030397,2025,2025-12-31,411.5610,0.0000,88.170000000000
030398,2018,2018-12-31,0.0960,4.3300,0.038000000000
030398,2019,2019-12-31,0.1720,4.2350,2.860000000000
030398,2020,2020-12-31,0.0000,4.2690,6.750000000000
030398,2021,2021-12-31,0.1420,4.2450,1.830000000000
030398,2022,2022-12-31,0.0000,4.2230,0.817700000000
030398,2023,2023-12-31,0.0080,4.1770,1.340000000000
030398,2024,2024-12-31,0.0270,4.1540,2.000000000000
030398,2025,2025-12-31,,4.1540,1.150000000000
030401,2018,2018-12-31,5.7310,37.0210,1.490000000000
030416,2018,2018-12-31,2.4970,2.9120,19.620000000000
030416,2019,2019-12-31,2.2320,3.1300,21.010000000000
030416,2020,2020-12-31,0.7340,3.9020,17.200200000000
030416,2021,2021-12-31,8.3090,4.0920,24.670100000000
030416,2022,2022-12-31,0.3420,3.7880,21.340000000000
030416,2023,2023-12-31,0.6910,3.5110,23.000000000000
030421,2018,2018-12-31,51.5680,429.9280,39.610000000000
030421,2019,2019-12-31,65.8400,399.6410,37.520000000000
030421,2020,2020-12-31,42.0000,395.0000,46.280000000000
030421,2021,2021-12-31,48.0000,499.0000,40.010000000000
030421,2022,2022-12-31,97.0000,540.0000,48.520000000000
030421,2023,2023-12-31,155.0000,544.0000,77.120000000000
030421,2024,2024-12-31,132.0000,576.0000,71.190000000000
030421,2025,2025-12-31,103.0000,677.0000,85.130000000000
030428,2018,2018-12-31,799.4550,0.0000,1.000000000000
030428,2019,2019-12-31,327.5670,0.0000,0.015600000000
030432,2018,2018-12-31,0.0140,0.0000,
030432,2019,2019-12-31,0.0000,0.0000,0.045000000000
030432,2020,2020-12-31,0.0010,0.0000,0.215000000000
030432,2021,2021-12-31,0.0000,0.0000,0.130000000000
030432,2022,2022-12-31,0.0000,0.0000,0.050000000000
030432,2023,2023-12-31,0.0000,0.0000,0.120000000000
030432,2024,2024-12-31,0.0000,0.0000,0.060000000000
030435,2018,2019-01-31,24.7100,333.2030,5.950000000000
030435,2019,2020-01-31,18.2220,190.4110,1.190000000000
030435,2020,2021-01-31,3.8050,148.6730,4.030000000000
030435,2021,2022-01-31,5.4740,140.4080,15.260000000000
030435,2022,2023-01-31,15.0670,132.8850,27.470000000000
030435,2023,2024-01-31,16.9340,125.9430,23.310000000000
030435,2024,2025-01-31,17.7550,120.7120,27.320000000000
030435,2025,2026-01-31,18.9150,116.0190,15.610000000000
030436,2018,2018-12-31,174.4610,1132.7550,22.820000000000
030436,2019,2019-12-31,147.1990,1059.0030,17.500000000000
030436,2020,2020-12-31,112.9440,924.3820,14.943600000000
030436,2021,2021-12-31,162.9810,912.7880,12.890000000000
030436,2022,2022-12-31,219.7680,942.6250,14.510000000000
030436,2023,2023-12-31,219.8160,933.1030,14.910000000000
030436,2024,2024-12-31,293.3780,843.3450,18.400000000000
030436,2025,2025-12-31,308.4300,950.9920,27.899900000000
030443,2018,2018-12-31,150.5000,590.3000,28.270000000000
030443,2019,2019-12-31,122.3000,581.9000,34.980000000000
030443,2020,2020-12-31,150.0000,574.4000,24.070000000000
030443,2021,2021-12-31,98.5000,566.5000,27.600000000000
030443,2022,2022-12-31,48.1000,557.9000,26.190000000000
