gvkey,fyear,datadate,capx,intan,prcc_f
006771,2021,2021-12-31,803.0000,10351.0000,103.640000000000
006771,2022,2022-12-31,1152.0000,10828.0000,119.720000000000
006771,2023,2023-12-31,1665.0000,10343.0000,128.280000000000
006771,2024,2024-12-31,1823.0000,9818.0000,189.170000000000
006771,2025,2025-12-31,1712.0000,9593.0000,62.050000000000
006774,2018,2018-12-31,1278.0000,14710.0000,261.840000000000
006774,2019,2019-12-31,1484.0000,14328.0000,389.380000000000
006774,2020,2020-12-31,1766.0000,14504.0000,354.980000000000
006774,2021,2021-12-31,1522.0000,14296.0000,355.410000000000
006774,2022,2022-12-31,1670.0000,14158.0000,486.490000000000
006774,2023,2023-12-31,1691.0000,14411.0000,453.240000000000
006774,2024,2024-12-31,1685.0000,14982.0000,485.940000000000
006774,2025,2025-12-31,1649.0000,15618.0000,483.670000000000
006781,2018,2018-12-31,995.0000,1276.0000,45.520000000000
006781,2019,2019-12-31,1041.0000,1414.0000,52.490000000000
006781,2020,2020-12-31,710.0000,1395.0000,45.020000000000
006781,2021,2021-12-31,482.0000,458.0000,57.760000000000
006781,2022,2022-12-31,660.0000,457.0000,58.330000000000
006781,2023,2023-12-31,686.0000,498.0000,69.590000000000
006781,2024,2024-12-31,632.0000,494.0000,84.690000000000
006781,2025,2025-12-31,579.0000,349.0000,105.310000000000
006788,2018,2018-12-31,1022.9960,0.0000,9.570000000000
006788,2019,2019-12-31,748.4250,0.0000,4.850000000000
006788,2020,2020-12-31,435.3060,0.0000,6.700000000000
006788,2021,2021-12-31,418.6710,0.0000,17.830000000000
006788,2022,2022-12-31,488.0720,0.0000,25.020000000000
006788,2023,2023-12-31,606.9300,0.0000,30.440000000000
006788,2024,2024-12-31,628.5800,0.0000,35.980000000000
006788,2025,2025-12-31,641.5150,0.0000,35.260000000000
006791,2018,2018-12-31,2.5810,35.7840,1.040000000000
006791,2019,2019-12-31,1.2870,35.2010,0.795000000000
006791,2020,2020-12-31,2.0850,34.2790,1.446000000000
006791,2021,2021-12-31,2.3650,35.4090,2.160000000000
006791,2022,2022-12-31,4.1880,34.6420,0.745000000000
006791,2023,2023-12-31,1.3390,1.5300,2.120000000000
006791,2024,2024-12-31,0.3220,0.0000,3.030000000000
006791,2025,2025-12-31,0.5680,,4.217000000000
006821,2018,2018-12-31,214.2000,26.2000,22.220000000000
006821,2019,2019-12-31,163.0000,50.0000,29.670000000000
006821,2020,2020-12-31,77.0000,47.0000,37.170000000000
006821,2021,2021-12-31,253.0000,38.0000,78.350000000000
006821,2022,2022-12-31,414.0000,36.0000,59.200000000000
006821,2023,2023-12-31,381.0000,26.0000,70.830000000000
006821,2024,2024-12-31,183.0000,26.0000,103.550000000000
006821,2025,2025-12-31,291.0000,22.0000,80.760000000000
006823,2018,2018-12-31,1837.0480,0.0000,
006823,2019,2019-12-31,1685.1550,0.0000,
006823,2020,2020-12-31,2015.4670,0.0000,
006823,2021,2021-12-31,3678.5460,0.0000,
006823,2022,2022-12-31,2663.8810,0.0000,
006823,2023,2023-12-31,1754.1000,0.0000,
006823,2024,2024-12-31,1722.2020,0.0000,
006823,2025,2025-12-31,3170.5070,0.0000,
006829,2018,2019-01-31,1174.0000,303.0000,96.160000000000
006829,2019,2020-01-31,1484.0000,303.0000,116.240000000000
006829,2020,2021-01-31,1791.0000,311.0000,166.850000000000
006829,2021,2022-01-31,1853.0000,833.0000,237.350000000000
006829,2022,2023-01-31,1829.0000,614.0000,208.250000000000
006829,2023,2024-01-31,1964.0000,,212.840000000000
006829,2024,2025-01-31,1927.0000,588.0000,260.040000000000
006829,2025,2026-01-31,2213.0000,9853.0000,267.060000000000
006831,2018,2018-08-31,13.2470,18.7340,2.020000000000
006831,2019,2019-08-31,3.9870,17.2950,1.460000000000
006831,2020,2020-08-31,2.1200,15.5380,1.150000000000
006831,2021,2021-08-31,,0.0000,4.080000000000
006845,2018,2018-12-31,31.2910,333.5670,20.310000000000
006845,2019,2019-12-31,35.8500,249.4890,20.520000000000
006845,2020,2020-12-31,33.4490,182.7160,30.030000000000
006848,2018,2018-12-31,0.3240,0.4770,6.100000000000
006848,2019,2019-12-31,1.1630,0.4020,15.000000000000
006848,2020,2020-12-31,0.4070,0.3270,12.540000000000
006848,2021,2021-12-31,1.0990,0.2520,11.400000000000
006848,2022,2022-12-31,0.6620,0.0780,4.050000000000
006848,2023,2023-12-31,0.0000,0.0570,6.140000000000
006848,2024,2024-12-31,0.0000,0.0360,5.970000000000
006865,2018,2018-12-31,27.1660,6.0080,28.110000000000
006865,2019,2019-12-31,24.7140,6.0080,38.160000000000
006865,2020,2020-12-31,26.7770,6.0080,48.600000000000
006865,2021,2021-12-31,29.6930,6.0080,55.830000000000
006865,2022,2022-12-31,29.0750,6.0080,31.600000000000
006865,2023,2023-12-31,43.1450,6.0080,55.250000000000
006867,2018,2018-12-31,568.2300,675.7370,23.840000000000
006867,2019,2019-12-31,576.0650,696.6040,29.710000000000
006867,2020,2020-12-31,558.0070,740.4590,26.340000000000
006867,2021,2021-12-31,659.4250,787.9640,30.840000000000
006867,2022,2022-12-31,656.5880,781.0320,30.340000000000
006867,2023,2023-12-31,519.7260,490.9640,19.800000000000
006867,2024,2024-12-31,522.8240,345.7360,18.020000000000
006867,2025,2025-12-31,770.3940,345.7360,19.520000000000
006900,2018,2018-09-30,12.3210,615.4130,54.750000000000
006900,2019,2019-09-30,30.5250,735.6240,55.250000000000
006900,2020,2020-09-30,23.8930,523.7350,19.110000000000
006930,2018,2018-12-31,54.6000,0.0000,10.790000000000
006932,2018,2018-12-31,212.1970,0.0000,59.960000000000
006932,2019,2019-12-31,164.0360,0.0000,78.820000000000
006932,2020,2020-12-31,203.1390,0.0000,70.030000000000
006932,2021,2021-12-31,153.1690,0.0000,82.250000000000
006932,2022,2022-12-31,175.0300,0.0000,70.400000000000
006932,2023,2023-12-31,222.0710,0.0000,72.310000000000
006932,2024,2024-12-31,236.9250,0.0000,93.960000000000
006932,2025,2025-12-31,343.2200,0.0000,78.420000000000
006946,2018,2018-12-31,1650.0000,2539.0000,45.450000000000
006946,2019,2019-12-31,1441.0000,2460.0000,54.840000000000
006946,2020,2020-12-31,1145.0000,2576.0000,70.800000000000
006946,2021,2021-12-31,1372.0000,2615.0000,80.940000000000
006946,2022,2022-12-31,1681.0000,2483.0000,56.180000000000
006946,2023,2023-12-31,2500.0000,3643.0000,59.080000000000
006946,2024,2024-12-31,2178.0000,3412.0000,41.790000000000
006946,2025,2025-12-31,1313.0000,3002.0000,53.300000000000
006972,2018,2019-03-31,215.3920,72.5490,34.829000000000
006972,2019,2020-03-31,412.7130,81.3090,30.707000000000
006972,2020,2021-03-31,450.7600,84.6640,42.941000000000
006972,2021,2022-03-31,493.5720,83.0480,32.420000000000
006972,2022,2023-03-31,294.0320,78.4360,24.645000000000
006972,2023,2024-03-31,118.0210,67.4770,28.247000000000
006972,2024,2025-03-31,117.4970,63.9340,32.934000000000
006994,2018,2018-12-31,31.7000,350.9000,14.770000000000
006994,2019,2019-12-31,35.1000,348.8000,17.500000000000
006994,2020,2020-12-31,26.3000,356.7000,13.310000000000
006994,2021,2021-12-31,40.4000,389.3000,18.590000000000
006994,2022,2022-12-31,61.8000,206.8000,9.160000000000
006994,2023,2023-12-31,77.4000,205.2000,16.690000000000
006994,2024,2024-12-31,45.7000,196.3000,9.130000000000
006994,2025,2025-12-31,37.5000,204.7000,11.990000000000
007017,2018,2018-12-31,2753.0000,97.0000,14.340000000000
007017,2019,2019-12-31,2550.0000,95.0000,13.580000000000
007017,2020,2020-12-31,1343.0000,0.0000,6.670000000000
007017,2021,2021-12-31,1046.0000,0.0000,16.420000000000
007017,2022,2022-12-31,1450.0000,0.0000,27.070000000000
007017,2023,2023-12-31,2058.0000,0.0000,24.160000000000
007022,2018,2018-12-31,58.6600,52.8780,39.500000000000
007022,2019,2019-12-31,64.0860,85.3390,31.770000000000
007022,2020,2020-12-31,21.3630,82.4850,13.480000000000
007022,2021,2021-12-31,17.0820,82.0820,17.860000000000
007022,2022,2022-12-31,36.8430,81.9600,14.390000000000
007022,2023,2023-12-31,38.7740,81.9000,14.580000000000
007022,2024,2024-12-31,79.2100,81.8960,21.500000000000
007022,2025,2025-12-31,83.2110,81.7810,15.510000000000
007034,2018,2018-06-30,,0.0000,4.697500000000
007034,2019,2019-06-30,,0.0000,2.300000000000
007034,2020,2020-06-30,,0.0000,1.880000000000
007034,2021,2021-06-30,,0.0000,4.890000000000
007034,2022,2022-06-30,,0.0000,7.440000000000
007034,2023,2023-06-30,,0.0000,5.280000000000
007034,2024,2024-06-30,,0.0000,3.949900000000
007034,2025,2025-06-30,,0.0000,4.525000000000
007063,2018,2018-12-31,0.0000,0.0000,16.670000000000
007063,2019,2019-12-31,0.0000,0.0000,18.550000000000
007063,2020,2020-12-31,0.0000,0.0000,14.630000000000
007063,2021,2021-12-31,0.0000,0.0000,17.390000000000
007063,2022,2022-12-31,0.0000,0.0000,16.050000000000
007063,2023,2023-12-31,0.0000,0.0000,19.470000000000
007063,2024,2024-12-31,0.0000,0.0000,17.520000000000
007063,2025,2025-12-31,0.0000,0.0000,17.730000000000
007065,2018,2018-12-31,314.0000,11471.0000,79.750000000000
007065,2019,2019-12-31,421.0000,17941.0000,111.410000000000
007065,2020,2020-12-31,348.0000,18697.0000,117.000000000000
007065,2021,2021-12-31,406.0000,19602.0000,173.820000000000
007065,2022,2022-12-31,470.0000,19280.0000,165.480000000000
007065,2023,2023-12-31,416.0000,20380.0000,189.470000000000
007065,2024,2024-12-31,316.0000,28600.0000,212.410000000000
007065,2025,2025-12-31,291.0000,29549.0000,185.520000000000
007085,2018,2018-12-31,219.0000,1304.0000,29.240000000000
007085,2019,2019-12-31,162.0000,768.0000,47.990000000000
007085,2020,2020-12-31,114.0000,920.0000,54.930000000000
007085,2021,2021-12-31,128.0000,956.0000,70.220000000000
007085,2022,2022-12-31,224.0000,887.0000,46.670000000000
007085,2023,2023-12-31,243.0000,980.0000,66.980000000000
007085,2024,2024-12-31,168.0000,817.0000,72.570000000000
007085,2025,2025-12-31,156.0000,828.0000,63.460000000000
007092,2018,2018-06-30,0.2710,0.0000,5.320000000000
007092,2019,2019-06-30,3.2720,4.1700,3.850000000000
007092,2020,2020-06-30,0.3260,2.3500,3.200000000000
007095,2018,2018-12-31,0.0020,0.0000,0.004500000000
007095,2019,2019-12-31,0.0000,0.0000,0.006500000000
007095,2020,2020-12-31,0.0000,0.0000,0.014510000000
007095,2021,2021-12-31,0.0000,0.0000,2.990000000000
007095,2022,2022-12-31,0.0000,0.7630,0.600000000000
007095,2023,2023-12-31,0.0000,0.0000,0.073035000000
007114,2018,2019-03-31,2852.5450,6493.7640,8.621000000000
007114,2019,2020-03-31,2545.6670,5767.6300,7.642000000000
007114,2020,2021-03-31,2089.6360,5443.3150,12.882000000000
007114,2021,2022-03-31,1926.6860,13834.7870,9.792000000000
007114,2022,2023-03-31,2176.6080,13511.8800,8.881000000000
007114,2023,2024-03-31,3619.5810,13116.0520,9.505000000000
007114,2024,2025-03-31,5157.5180,13379.0860,11.846000000000
007116,2018,2018-12-31,152.4140,1973.9520,9.990000000000
007116,2019,2019-12-31,116.3520,1943.8280,13.550000000000
007116,2020,2020-12-31,121.5990,1912.0240,17.450000000000
007116,2021,2021-12-31,151.3530,1867.0650,21.560000000000
007116,2022,2022-12-31,186.5030,1803.6510,17.840000000000
007116,2023,2023-12-31,160.3000,1777.5510,18.880000000000
007116,2024,2024-12-31,202.6200,1742.2840,17.730000000000
007116,2025,2025-12-31,181.9920,1727.2740,19.840000000000
007117,2018,2018-12-31,0.3110,0.0000,9.920000000000
007117,2019,2019-12-31,0.7120,0.0000,11.250000000000
007117,2020,2020-12-31,0.0810,0.0000,11.530000000000
007117,2021,2021-12-31,0.0290,0.0000,9.960000000000
007117,2022,2022-12-31,0.0000,0.0000,9.420000000000
007117,2023,2023-12-31,0.6180,0.0000,15.890000000000
007117,2024,2024-12-31,1.8710,0.0000,21.980000000000
007117,2025,2025-12-31,2.5590,0.0000,16.940000000000
007124,2018,2018-12-31,10.2660,24.1930,2.070000000000
007138,2018,2018-07-31,3.0840,0.0000,39.550000000000
007138,2019,2019-07-31,4.2970,0.0000,35.060000000000
007138,2020,2020-07-31,6.3620,0.0000,19.779400000000
007138,2021,2021-07-31,2.2540,0.0000,38.340000000000
007138,2022,2022-07-31,1.7340,0.0000,44.800000000000
007138,2023,2023-07-31,1.0460,0.0000,45.370000000000
007138,2024,2024-07-31,2.4840,0.0000,43.330000000000
007138,2025,2025-07-31,2.3920,0.0000,40.250000000000
007146,2018,2018-11-30,169.1000,7401.2000,150.000000000000
007146,2019,2019-11-30,173.7000,7428.6000,169.250000000000
007146,2020,2020-11-30,225.3000,8341.7000,186.980000000000
007146,2021,2021-11-30,278.0000,8929.4000,85.820000000000
007146,2022,2022-11-30,262.0000,8761.4000,85.180000000000
007146,2023,2023-11-30,263.9000,8776.7000,64.830000000000
007146,2024,2024-11-30,274.9000,8725.5000,78.410000000000
007146,2025,2025-11-30,221.8000,8803.1000,67.480000000000
007152,2018,2018-12-31,86.0000,3663.0000,6.540000000000
007152,2019,2019-12-31,92.0000,2037.0000,0.676600000000
007154,2018,2018-12-31,2741.7000,2941.2000,177.570000000000
007154,2019,2019-12-31,2393.7000,3342.8000,197.610000000000
007154,2020,2020-12-31,1640.8000,3464.3000,214.580000000000
007154,2021,2021-12-31,2040.0000,3577.5000,268.070000000000
007154,2022,2022-12-31,1899.2000,3764.7000,263.530000000000
007154,2023,2023-12-31,2357.4000,3876.4000,296.510000000000
007154,2024,2024-12-31,2775.0000,4052.0000,289.890000000000
007154,2025,2025-12-31,3365.0000,4415.0000,305.630000000000
007161,2018,2018-12-31,138.7350,35.0620,51.480000000000
007161,2019,2019-12-31,179.7830,35.5310,76.540000000000
007161,2020,2020-12-31,100.0530,35.3150,67.100000000000
007161,2021,2021-12-31,116.8250,179.4420,80.260000000000
007161,2022,2022-12-31,205.3060,173.4360,98.740000000000
007161,2023,2023-12-31,273.6030,387.8120,119.620000000000
007161,2024,2024-12-31,231.4590,377.5560,111.820000000000
007161,2025,2025-12-31,186.9560,379.1890,104.930000000000
007163,2018,2018-12-31,113.0000,5159.0000,169.940000000000
007163,2019,2019-12-31,115.0000,5082.0000,273.050000000000
007163,2020,2020-12-31,76.0000,5146.0000,328.730000000000
007163,2021,2021-12-31,35.0000,4834.0000,471.930000000000
007163,2022,2022-12-31,89.0000,52920.0000,334.940000000000
007163,2023,2023-12-31,143.0000,52357.0000,440.520000000000
007163,2024,2024-12-31,124.0000,51607.0000,498.030000000000
007163,2025,2025-12-31,195.0000,52928.0000,522.590000000000
007171,2018,2019-03-31,426.0000,13441.0000,117.060000000000
007171,2019,2020-03-31,362.0000,12916.0000,135.260000000000
007171,2020,2021-03-31,451.0000,12884.0000,195.040000000000
007171,2021,2022-03-31,388.0000,11830.0000,306.130000000000
007171,2022,2023-03-31,390.0000,12577.0000,356.050000000000
007171,2023,2024-03-31,431.0000,12737.0000,536.850000000000
007171,2024,2025-03-31,537.0000,12167.0000,672.990000000000
007179,2018,2018-07-31,1.2170,2.8240,30.000000000000
007179,2019,2019-07-31,0.3960,2.8240,26.350000000000
007179,2020,2020-07-31,0.5260,2.8240,18.150000000000
007179,2021,2021-07-31,0.3550,2.8240,31.900000000000
007179,2022,2022-07-31,0.8060,2.8240,40.000000000000
007179,2023,2023-07-31,0.7510,2.8240,43.750000000000
007179,2024,2024-07-31,0.8620,2.8240,48.500000000000
007179,2025,2025-07-31,0.8340,2.8240,48.280000000000
007183,2018,2018-12-31,0.0930,0.0000,0.807500000000
007183,2019,2019-12-31,0.0830,0.0000,0.670000000000
007183,2020,2020-12-31,0.8350,0.0000,4.710000000000
007183,2021,2021-12-31,45.7920,45.8390,10.760000000000
007183,2022,2022-12-31,63.6840,36.4320,0.260900000000
007183,2023,2023-12-31,12.7050,27.0070,4.000000000000
007183,2024,2024-12-31,9.1600,17.6200,2.100000000000
007183,2025,2025-12-31,28.0650,8.2610,1.170000000000
007185,2018,2018-09-30,3.5500,0.0000,12.050000000000
007185,2019,2019-09-30,2.1040,0.0000,11.610000000000
007185,2020,2020-09-30,1.5950,0.0000,11.030000000000
007185,2021,2021-09-30,2.6590,0.0000,11.090000000000
007185,2022,2022-09-30,4.5160,0.0000,9.010000000000
007185,2023,2023-09-30,2.7460,0.0000,14.130000000000
007185,2024,2024-09-30,0.8400,0.0000,20.860000000000
007185,2025,2025-09-30,1.9630,0.0000,14.630000000000
007228,2018,2019-04-30,1134.0000,60519.0000,88.810000000000
007228,2019,2020-04-30,1213.0000,58904.0000,97.630000000000
007228,2020,2021-04-30,1355.0000,59702.0000,130.920000000000
007228,2021,2022-04-30,1368.0000,56098.0000,104.360000000000
007228,2022,2023-04-30,1459.0000,56268.0000,90.950000000000
007228,2023,2024-04-30,1587.0000,54211.0000,80.240000000000
007228,2024,2025-04-30,1859.0000,53405.0000,84.760000000000
007232,2018,2018-10-31,0.5820,8.1410,1.455000000000
007232,2019,2019-10-31,0.2160,8.3190,1.238500000000
007232,2020,2020-10-31,0.0070,1.2230,0.280000000000
007232,2021,2021-10-31,0.0550,0.7370,0.550000000000
007241,2018,2018-12-31,2037.0000,115202.0000,65.520000000000
007241,2019,2019-12-31,2457.0000,112870.0000,74.290000000000
007241,2020,2020-12-31,2437.0000,110694.0000,68.300000000000
007241,2021,2021-12-31,2520.0000,108147.0000,103.160000000000
007241,2022,2022-12-31,2727.0000,102904.0000,93.190000000000
007241,2023,2023-12-31,3031.0000,120506.0000,78.960000000000
007241,2024,2024-12-31,2781.0000,118595.0000,44.890000000000
007241,2025,2025-12-31,2832.0000,110986.0000,79.360000000000
007257,2018,2018-12-31,2615.0000,29684.0000,76.410000000000
007257,2019,2019-12-31,3473.0000,33621.0000,90.950000000000
007257,2020,2020-12-31,4684.0000,34842.0000,81.800000000000
007257,2021,2021-12-31,4448.0000,44197.0000,76.640000000000
007257,2022,2022-12-31,4388.0000,41473.0000,110.950000000000
007257,2023,2023-12-31,3863.0000,39208.0000,109.020000000000
007257,2024,2024-12-31,3372.0000,38038.0000,99.480000000000
007257,2025,2025-12-31,4112.0000,48260.0000,105.260000000000
007260,2018,2018-06-30,53.2000,3921.0000,51.000000000000
007260,2019,2019-06-30,46.4000,3793.0000,55.060000000000
007260,2020,2020-06-30,55.4000,3366.8000,14.550000000000
007260,2021,2021-06-30,35.2000,3276.1000,43.440000000000
007275,2018,2019-03-31,1.2620,99.5960,230.500000000000
007275,2019,2020-03-31,1.4980,261.4070,226.090000000000
007275,2020,2021-03-31,1.9920,272.5820,243.500000000000
007275,2021,2022-03-31,4.4320,541.2830,254.880000000000
007275,2022,2023-03-31,4.5440,503.2590,174.730000000000
007275,2023,2024-03-31,2.5670,293.8480,109.730000000000
007275,2024,2025-03-31,4.2490,278.6350,118.660000000000
007277,2018,2018-12-31,,0.0000,10.850000000000
007277,2019,2019-12-31,,0.0000,6.950000000000
007277,2020,2020-12-31,,0.0000,4.085000000000
007277,2021,2021-12-31,,0.0000,6.150000000000
007277,2022,2022-12-31,,0.0000,22.010000000000
007277,2023,2023-12-31,,0.0000,13.200000000000
007277,2024,2024-12-31,,0.0000,5.910000000000
007277,2025,2025-12-31,,0.0000,4.320000000000
007279,2018,2019-01-31,0.0000,0.0000,27.440000000000
007279,2019,2020-01-31,0.0000,0.0000,20.410000000000
007279,2020,2021-01-31,0.0000,0.0000,24.890000000000
007279,2021,2022-01-31,0.0000,0.0000,27.980000000000
007279,2022,2023-01-31,0.0000,0.0000,23.030000000000
007279,2023,2024-01-31,0.0000,0.0000,19.510000000000
007279,2024,2025-01-31,0.0000,0.0000,23.600000000000
007291,2018,2019-04-30,49.8000,498.2000,29.510000000000
007291,2019,2020-04-30,45.1000,476.4000,30.020000000000
007291,2020,2021-04-30,24.9000,465.0000,44.930000000000
007291,2021,2022-04-30,38.0000,440.7000,44.610000000000
007291,2022,2023-04-30,42.0000,558.6000,40.990000000000
007291,2023,2024-04-30,50.2000,426.6000,12.190000000000
007291,2024,2025-04-30,41.6000,411.1000,6.270000000000
007295,2018,2018-06-30,0.8290,52.8360,40.300000000000
007295,2019,2019-06-30,2.9790,76.8520,38.270000000000
007295,2020,2020-06-30,3.3750,78.4320,21.710000000000
007295,2021,2021-06-30,2.8240,87.5580,28.400000000000
007295,2022,2022-06-30,3.9810,97.2730,9.990000000000
007295,2023,2023-06-30,3.7080,97.5160,22.000000000000
007295,2024,2024-06-30,4.8670,97.1240,18.920000000000
007295,2025,2025-06-30,4.8610,122.5420,21.830000000000
007302,2018,2018-12-31,175.0000,324.0000,
007302,2019,2019-12-31,182.0000,324.0000,
007302,2020,2020-12-31,153.0000,324.0000,
007302,2021,2021-12-31,145.0000,324.0000,
007302,2022,2022-12-31,145.0000,324.0000,
007302,2023,2023-12-31,147.0000,324.0000,
007309,2018,2019-03-31,0.8170,0.0000,4.949900000000
007309,2019,2020-03-31,1.6960,0.0000,2.210000000000
007309,2020,2021-03-31,1.5950,0.0000,8.840000000000
007309,2021,2022-03-31,1.8890,0.0000,16.200000000000
007309,2022,2023-03-31,5.3120,0.0000,11.382800000000
007309,2023,2024-03-31,3.3490,0.0000,9.976500000000
007309,2024,2025-03-31,3.4170,0.0000,8.170000000000
007315,2018,2018-12-31,0.2770,1.1370,14.460000000000
007315,2019,2019-12-31,1.0100,4.8990,8.650000000000
007315,2020,2020-12-31,0.0130,4.1320,4.200000000000
007315,2021,2021-12-31,7.1110,2.7410,2.320000000000
007315,2022,2022-12-31,1.2690,2.9800,1.360000000000
007315,2023,2023-12-31,1.6650,3.4210,1.680000000000
007315,2024,2024-12-31,1.6550,7.8520,3.160000000000
007315,2025,2025-12-31,1.1840,9.1380,3.510000000000
007316,2018,2019-01-31,145.3870,129.3070,13.860000000000
007316,2019,2020-01-31,120.5450,160.7070,4.930000000000
007316,2020,2021-01-31,162.0040,151.4110,15.500000000000
007343,2018,2018-08-31,8879.0000,1559.0000,52.520000000000
007343,2019,2019-08-31,9780.0000,1568.0000,45.270000000000
007343,2020,2020-08-31,8223.0000,1562.0000,45.510000000000
007343,2021,2021-08-31,10030.0000,1577.0000,73.700000000000
007343,2022,2022-08-31,12067.0000,1649.0000,56.530000000000
007343,2023,2023-08-31,7676.0000,1554.0000,69.940000000000
007343,2024,2024-08-31,8386.0000,1566.0000,96.240000000000
007343,2025,2025-08-31,15857.0000,1603.0000,119.010000000000
007344,2018,2018-11-30,0.2930,0.0000,8.000000000000
007344,2019,2019-11-30,0.2490,0.0000,13.240000000000
007344,2020,2020-11-30,0.6860,0.0000,12.000000000000
007344,2021,2021-11-30,6.3090,0.0000,16.400000000000
007344,2022,2022-11-30,13.2130,0.0000,14.000000000000
007344,2023,2023-11-30,2.5600,0.0000,10.490000000000
007350,2018,2018-09-30,0.0070,0.0000,0.580000000000
007350,2019,2019-09-30,0.0610,0.0000,0.421000000000
007350,2020,2020-09-30,0.0450,0.0000,0.460000000000
007350,2021,2021-09-30,0.1520,0.0000,0.560000000000
007350,2022,2022-09-30,0.5080,0.0000,0.740000000000
007350,2023,2023-09-30,0.0190,0.0000,0.600000000000
007350,2024,2024-09-30,0.0000,0.0000,0.480000000000
007365,2018,2018-12-31,311.2180,0.0000,
007365,2019,2019-12-31,176.1560,0.0000,
007365,2020,2020-12-31,279.7260,0.0000,
007365,2021,2021-12-31,139.4660,0.0000,
007365,2022,2022-12-31,253.1440,0.0000,
007365,2023,2023-12-31,194.2070,0.0000,
007365,2024,2024-12-31,312.1770,0.0000,
007365,2025,2025-12-31,203.9780,0.0000,
007366,2018,2018-12-31,4141.0220,377.1720,86.070000000000
007366,2019,2019-12-31,4486.6430,377.1720,119.800000000000
007366,2020,2020-12-31,5037.4310,377.1720,99.840000000000
007366,2021,2021-12-31,6351.6390,377.1720,112.650000000000
007366,2022,2022-12-31,5322.1000,377.1720,112.500000000000
007366,2023,2023-12-31,4648.2260,374.0990,101.190000000000
007366,2024,2024-12-31,5836.6640,367.6250,75.820000000000
007366,2025,2025-12-31,7760.6250,367.5820,92.430000000000
007368,2018,2018-12-31,72.0940,0.0000,53.350000000000
007368,2019,2019-12-31,89.1250,0.0000,63.570000000000
007368,2020,2020-12-31,105.6190,0.0000,72.470000000000
007368,2021,2021-12-31,79.3780,0.0000,120.300000000000
007368,2022,2022-12-31,91.3350,0.0000,78.670000000000
007368,2023,2023-12-31,90.1790,0.0000,65.620000000000
007368,2024,2024-12-31,74.6220,0.0000,52.630000000000
007368,2025,2025-12-31,96.3540,0.0000,50.420000000000
007389,2018,2018-12-31,0.2500,0.0650,0.399900000000
007389,2019,2019-12-31,0.0640,0.0450,0.111120000000
007401,2018,2019-05-31,85.8000,423.0000,35.490000000000
007401,2019,2020-05-31,69.0000,551.2000,23.020000000000
007401,2020,2021-05-31,59.8000,567.0000,47.800000000000
007401,2021,2022-05-31,94.7000,2089.6000,30.200000000000
007401,2022,2023-05-31,83.3000,2015.5000,13.550000000000
007401,2023,2024-05-31,78.4000,1971.1000,27.580000000000
007401,2024,2025-05-31,107.6000,1832.4000,16.870000000000
007420,2018,2018-12-31,33.9600,583.1550,94.270000000000
007420,2019,2019-12-31,36.6040,608.0050,126.360000000000
007420,2020,2020-12-31,48.9050,604.3230,149.390000000000
007420,2021,2021-12-31,43.8370,943.8060,150.960000000000
007420,2022,2022-12-31,42.5530,902.4750,144.190000000000
007420,2023,2023-12-31,42.7640,893.6680,168.830000000000
007420,2024,2024-12-31,54.2230,867.3320,165.770000000000
007420,2025,2025-12-31,68.4380,1030.7190,160.140000000000
007422,2018,2018-12-31,151.1670,163.1550,0.019000000000
007435,2018,2018-12-31,1577.0000,12708.0000,190.540000000000
007435,2019,2019-12-31,1699.0000,19823.0000,176.420000000000
007435,2020,2020-12-31,1501.0000,19637.0000,174.790000000000
007435,2021,2021-12-31,1603.0000,18774.0000,177.630000000000
007435,2022,2022-12-31,1749.0000,17489.0000,119.920000000000
007435,2023,2023-12-31,1615.0000,17153.0000,109.320000000000
007435,2024,2024-12-31,1181.0000,7491.0000,129.090000000000
007435,2025,2025-12-31,910.0000,7522.0000,160.100000000000
007437,2018,2018-12-31,312.4000,223.3000,76.220000000000
007437,2019,2019-12-31,597.1000,1.0000,81.170000000000
007437,2020,2020-12-31,717.8000,0.0000,61.940000000000
007437,2021,2021-12-31,473.3000,0.0000,66.350000000000
007437,2022,2022-12-31,220.5000,155.6000,64.510000000000
007437,2023,2023-12-31,271.2000,155.4000,61.160000000000
007437,2024,2024-12-31,354.9000,155.3000,64.800000000000
007449,2018,2018-12-31,378.5830,0.0000,
007449,2019,2019-12-31,424.2440,0.0000,
007449,2020,2020-12-31,548.5610,0.0000,
007449,2021,2021-12-31,646.2510,0.0000,
007449,2022,2022-12-31,527.8950,0.0000,
007449,2023,2023-12-31,553.5660,0.0000,
007449,2024,2024-12-31,690.5950,0.0000,
007449,2025,2025-12-31,1448.3540,0.0000,
007450,2018,2018-12-31,188.0000,0.0000,
007450,2019,2019-12-31,202.0000,0.0000,
007450,2020,2020-12-31,274.0000,0.0000,
007450,2021,2021-12-31,213.0000,0.0000,
007450,2022,2022-12-31,276.0000,0.0000,
007450,2023,2023-12-31,319.0000,0.0000,
007450,2024,2024-12-31,311.0000,0.0000,
007450,2025,2025-12-31,328.0000,0.0000,
007471,2018,2019-03-31,2943.9120,1571.0590,310.521000000000
007471,2019,2020-03-31,2892.5280,1814.9120,278.542000000000
007471,2020,2021-03-31,2507.9450,1704.8040,416.652000000000
007471,2021,2022-03-31,1745.4030,2083.7410,548.383000000000
007471,2022,2023-03-31,1808.1270,2086.0620,618.529000000000
